Id,MSSubClass,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,YearsSinceRemod,TotalBath,TotalPorchSF,TotalSF,OverallQual_SF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,Alley_Grvl,Alley_Missing,Alley_Pave,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE
11,20,70.0,9.32375833901174,Reg,Lvl,AllPub,Inside,Gtl,5,5,1965,1965,CompShg,HdBoard,HdBoard,0.0,3,4,CBlock,4,4,No,Rec,906,Unf,0,134,1040,GasA,0,Y,SBrkr,1040,0,0,6.947937068614969,1,0,1,0,3,1,3,5,Typ,0,Detchd,1965.0,Unf,1,384,5,5,Y,0,0,0,0,0,0,3,2,Missing,0,2,2008,WD,Normal,11.771443882099636,43,43,2.0,0,2080,5200.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
12,60,85.0,9.386392315756542,IR1,Lvl,AllPub,Inside,Gtl,9,5,2005,2006,CompShg,WdShing,Wd Shng,286.0,0,4,PConc,0,4,No,GLQ,998,Unf,0,177,1175,GasA,0,Y,SBrkr,1182,1142,0,7.751475318021456,1,0,3,0,4,1,0,11,Typ,2,BuiltIn,2005.0,Fin,3,736,5,5,Y,147,21,0,0,0,0,3,2,Missing,0,7,2006,New,Partial,12.75130259456002,1,0,4.0,21,3499,20916.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
13,20,69.0,9.470317173335742,IR2,Lvl,AllPub,Inside,Gtl,5,6,1962,1962,CompShg,HdBoard,Plywood,0.0,3,4,CBlock,4,4,No,ALQ,737,Unf,0,175,912,GasA,4,Y,SBrkr,912,0,0,6.816735880594968,1,0,1,0,2,1,3,4,Typ,0,Detchd,1962.0,Unf,1,352,5,5,Y,140,0,0,0,176,0,3,2,Missing,0,9,2008,WD,Normal,11.87757552297847,46,46,2.0,176,1824,4560.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
14,20,91.0,9.273596821611198,IR1,Lvl,AllPub,Inside,Gtl,7,5,2006,2007,CompShg,VinylSd,VinylSd,306.0,2,4,PConc,2,4,Av,Unf,0,Unf,0,1494,1494,GasA,0,Y,SBrkr,1494,0,0,7.309881485824786,0,0,2,0,3,1,2,7,Typ,1,Attchd,2006.0,RFn,3,840,5,5,Y,160,33,0,0,0,0,3,2,Missing,0,8,2007,New,Partial,12.54076114938842,1,0,2.0,33,2988,10458.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
15,20,69.0,9.298442820197728,IR1,Lvl,AllPub,Corner,Gtl,6,5,1960,1960,CompShg,MetalSd,MetalSd,212.0,3,4,CBlock,4,4,No,BLQ,733,Unf,0,520,1253,GasA,4,Y,SBrkr,1253,0,0,7.134093721192866,1,0,1,1,2,1,3,5,Typ,1,Attchd,1960.0,RFn,1,352,5,5,Y,0,213,176,0,0,0,3,1,Missing,0,5,2008,WD,Normal,11.964007453736912,48,48,2.5,389,2506,7518.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
16,45,51.0,8.71948076085107,Reg,Lvl,AllPub,Corner,Gtl,7,8,1929,2001,CompShg,Wd Sdng,Wd Sdng,0.0,3,4,BrkTil,4,4,No,Unf,0,Unf,0,832,832,GasA,0,Y,FuseA,854,0,0,6.75110146893676,0,0,1,0,2,1,3,5,Typ,0,Detchd,1991.0,Unf,2,576,5,5,Y,48,112,0,0,0,0,3,0,Missing,0,7,2007,WD,Normal,11.790564777297387,78,6,1.0,112,1686,5978.0,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
17,20,69.0,9.32741204356202,IR1,Lvl,AllPub,CulDSac,Gtl,6,7,1970,1970,CompShg,Wd Sdng,Wd Sdng,180.0,3,4,CBlock,4,4,No,ALQ,578,Unf,0,426,1004,GasA,0,Y,SBrkr,1004,0,0,6.912742820493176,1,0,1,0,2,1,3,5,Typ,1,Attchd,1970.0,Fin,2,480,5,5,Y,0,0,0,0,0,0,3,2,Shed,700,3,2010,WD,Normal,11.91170829631447,40,40,2.0,0,2008,6024.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
18,90,72.0,9.286560397887593,Reg,Lvl,AllPub,Inside,Gtl,4,5,1967,1967,CompShg,MetalSd,MetalSd,0.0,3,4,Slab,3,2,Missing,Missing,0,Missing,0,0,42,GasA,4,Y,SBrkr,1296,0,0,7.167809184316444,0,0,2,0,2,2,3,6,Typ,0,CarPort,1967.0,Unf,2,516,5,5,Y,0,0,0,0,0,0,3,2,Shed,500,10,2006,WD,Normal,11.407576060361786,39,39,2.0,0,1338,5184.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
19,20,66.0,9.524859098381524,Reg,Lvl,AllPub,Inside,Gtl,5,5,2004,2004,CompShg,VinylSd,VinylSd,0.0,3,4,PConc,4,4,No,GLQ,646,Unf,0,468,1114,GasA,0,Y,SBrkr,1114,0,0,7.016609683894219,1,0,1,1,3,1,2,6,Typ,0,Detchd,2004.0,Unf,2,576,5,5,Y,0,102,0,0,0,0,3,2,Missing,0,6,2008,WD,Normal,11.976665770490769,4,4,2.5,102,2228,5570.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
20,20,70.0,8.93075873555827,Reg,Lvl,AllPub,Inside,Gtl,5,6,1958,1965,CompShg,BrkFace,Plywood,0.0,3,4,CBlock,4,4,No,LwQ,504,Unf,0,525,1029,GasA,4,Y,SBrkr,1339,0,0,7.200424892944957,0,0,1,0,3,1,3,6,Min1,0,Attchd,1958.0,Unf,1,294,5,5,Y,0,0,0,0,0,0,3,3,Missing,0,5,2009,COD,Abnorml,11.842236406331557,51,44,1.0,0,2368,6695.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
21,60,101.0,9.562123369834488,IR1,Lvl,AllPub,Corner,Gtl,8,5,2005,2006,CompShg,VinylSd,VinylSd,380.0,2,4,PConc,0,4,Av,Unf,0,Unf,0,1158,1158,GasA,0,Y,SBrkr,1158,1218,0,7.773594467360194,0,0,3,1,4,1,2,9,Typ,1,BuiltIn,2005.0,RFn,3,853,5,5,Y,240,154,0,0,0,0,3,2,Missing,0,11,2006,New,Partial,12.692506186542175,1,0,3.5,154,3534,19008.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
22,45,57.0,8.915969311373605,Reg,Bnk,AllPub,Inside,Gtl,7,7,1930,1950,CompShg,Wd Sdng,Wd Sdng,0.0,3,4,PConc,4,4,No,Unf,0,Unf,0,637,637,GasA,0,Y,FuseF,1108,0,0,7.011213987350367,0,0,1,0,3,1,2,6,Typ,1,Attchd,1930.0,Unf,1,280,5,5,N,0,0,205,0,0,0,3,0,Missing,0,6,2007,WD,Normal,11.84510995088398,77,57,1.0,205,1745,7756.0,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
23,20,75.0,9.184304357425342,Reg,Lvl,AllPub,Inside,Gtl,8,5,2002,2002,CompShg,VinylSd,VinylSd,281.0,2,4,PConc,2,4,No,Unf,0,Unf,0,1777,1777,GasA,0,Y,SBrkr,1795,0,0,7.493317248862145,0,0,2,0,3,1,2,7,Typ,1,Attchd,2002.0,RFn,2,534,5,5,Y,171,159,0,0,0,0,3,2,Missing,0,9,2008,WD,Normal,12.345838935721968,6,6,2.0,159,3572,14360.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
24,120,44.0,8.348774539791274,Reg,Lvl,AllPub,Inside,Gtl,5,7,1976,1976,CompShg,CemntBd,CmentBd,0.0,3,4,PConc,2,4,No,GLQ,840,Unf,0,200,1040,GasA,4,Y,SBrkr,1060,0,0,6.966967138613983,1,0,1,0,3,1,3,6,Typ,1,Attchd,1976.0,Unf,2,572,5,5,Y,100,110,0,0,0,0,3,2,Missing,0,6,2007,WD,Normal,11.774527900858468,31,31,2.0,110,2100,5300.0,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
25,20,69.0,9.017604776833355,IR1,Lvl,AllPub,Inside,Gtl,5,8,1968,2001,CompShg,Plywood,Plywood,0.0,3,2,CBlock,4,4,Mn,Rec,188,ALQ,668,204,1060,GasA,0,Y,SBrkr,1060,0,0,6.966967138613983,1,0,1,0,3,1,2,6,Typ,1,Attchd,1968.0,Unf,1,270,5,5,Y,406,90,0,0,0,0,3,3,Missing,0,5,2010,WD,Normal,11.944714374881176,42,9,2.0,90,2120,5300.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
26,20,110.0,9.56317796268366,Reg,Lvl,AllPub,Corner,Gtl,8,5,2007,2007,CompShg,VinylSd,VinylSd,640.0,2,4,PConc,2,4,No,Unf,0,Unf,0,1566,1566,GasA,0,Y,SBrkr,1600,0,0,7.378383712996714,0,0,2,0,3,1,2,7,Typ,1,Attchd,2007.0,RFn,3,890,5,5,Y,0,56,0,0,0,0,3,2,Missing,0,7,2009,WD,Normal,12.454107814022272,2,2,2.0,56,3166,12800.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
27,20,60.0,8.881975184248867,Reg,Lvl,AllPub,Corner,Gtl,5,7,1951,2000,CompShg,Wd Sdng,Wd Sdng,0.0,3,4,CBlock,4,4,Mn,BLQ,234,Rec,486,180,900,GasA,4,Y,SBrkr,900,0,0,6.803505257608338,0,1,1,0,3,1,2,5,Typ,0,Detchd,2005.0,Unf,2,576,5,5,Y,222,32,0,0,0,0,3,2,Missing,0,5,2010,WD,Normal,11.811554895830454,59,10,1.5,32,1800,4500.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
28,20,98.0,9.348274558065496,Reg,Lvl,AllPub,Inside,Gtl,8,5,2007,2008,CompShg,VinylSd,VinylSd,200.0,2,4,PConc,0,4,No,GLQ,1218,Unf,0,486,1704,GasA,0,Y,SBrkr,1704,0,0,7.4413203897176174,1,0,2,0,3,1,2,7,Typ,1,Attchd,2008.0,RFn,3,772,5,5,Y,0,50,0,0,0,0,3,2,Missing,0,5,2010,WD,Normal,12.631343648903034,3,2,3.0,50,3408,13632.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
29,20,47.0,9.700269170029188,IR1,Lvl,AllPub,CulDSac,Gtl,5,6,1957,1997,CompShg,MetalSd,MetalSd,0.0,3,4,CBlock,4,4,Gd,BLQ,1277,Unf,0,207,1484,GasA,4,Y,SBrkr,1600,0,0,7.378383712996714,1,0,1,0,2,1,3,6,Typ,2,Attchd,1957.0,RFn,1,319,5,5,Y,288,258,0,0,0,0,3,2,Missing,0,12,2006,WD,Normal,12.242891437918386,49,9,2.0,258,3084,8000.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
