Id,MSSubClass,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,YearsSinceRemod,TotalBath,TotalPorchSF,TotalSF,OverallQual_SF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,Alley_Grvl,Alley_Missing,Alley_Pave,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE
13,20,69.0,0.8377292957806589,IR2,Lvl,AllPub,Inside,Gtl,5,6,1962,1962,CompShg,HdBoard,Plywood,0.0,3,4,CBlock,4,4,No,ALQ,737,Unf,0,175,-0.34754712753670886,GasA,4,Y,SBrkr,-0.6485270039384374,-0.7951632272572445,0,-1.382097515830407,1,0,1,0,2,1,3,4,Typ,0,Detchd,1962.0,Unf,1,352,5,5,Y,140,0,0,0,176,0,3,2,Missing,0,9,2008,WD,Normal,11.87757552297847,0.3125701095347754,46,2.0,176,1824,-1.0635630981071538,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
14,20,91.0,0.4072849353068759,IR1,Lvl,AllPub,Inside,Gtl,7,5,2006,2007,CompShg,VinylSd,VinylSd,306.0,2,4,PConc,2,4,Av,Unf,0,Unf,0,1494,1.1154938391641036,GasA,0,Y,SBrkr,0.8574685572890857,-0.7951632272572445,0,0.1385185105207261,0,0,2,0,3,1,2,7,Typ,1,Attchd,2006.0,RFn,3,840,5,5,Y,160,33,0,0,0,0,3,2,Missing,0,8,2007,New,Partial,12.54076114938842,-1.1755354119460029,0,2.0,33,2988,0.18876720609555458,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
15,20,69.0,0.4616505353993703,IR1,Lvl,AllPub,Corner,Gtl,6,5,1960,1960,CompShg,MetalSd,MetalSd,212.0,3,4,CBlock,4,4,No,BLQ,733,Unf,0,520,0.50966416051308,GasA,4,Y,SBrkr,0.23385183863645154,-0.7951632272572445,0,-0.4035236151739083,1,0,1,1,2,1,3,5,Typ,1,Attchd,1960.0,RFn,1,352,5,5,Y,0,213,176,0,0,0,3,1,Missing,0,5,2008,WD,Normal,11.964007453736912,0.37870813271169884,48,2.5,389,2506,-0.43548696385289615,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
16,45,51.0,-0.8051779914376115,Reg,Lvl,AllPub,Corner,Gtl,7,8,1929,2001,CompShg,Wd Sdng,Wd Sdng,0.0,3,4,BrkTil,4,4,No,Unf,0,Unf,0,832,-0.5486524150557209,GasA,0,Y,FuseA,-0.7986090358133452,-0.7951632272572445,0,-1.5844814308225879,0,0,1,0,2,1,3,5,Typ,0,Detchd,1991.0,Unf,2,576,5,5,Y,48,112,0,0,0,0,3,0,Missing,0,7,2007,WD,Normal,11.790564777297387,1.370778480365551,6,1.0,112,1686,-0.7624772433497037,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
17,20,69.0,0.5250381753418076,IR1,Lvl,AllPub,CulDSac,Gtl,6,7,1970,1970,CompShg,Wd Sdng,Wd Sdng,180.0,3,4,CBlock,4,4,No,ALQ,578,Unf,0,426,-0.11627604688984503,GasA,0,Y,SBrkr,-0.410465849929963,-0.7951632272572445,0,-1.0860598143849876,1,0,1,0,2,1,3,5,Typ,1,Attchd,1970.0,Fin,2,480,5,5,Y,0,0,0,0,0,0,3,2,Shed,700,3,2010,WD,Normal,11.91170829631447,0.11415604000400495,40,2.0,0,2008,-0.752710001234864,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
18,90,72.0,0.43565057338564106,Reg,Lvl,AllPub,Inside,Gtl,4,5,1967,1967,CompShg,MetalSd,MetalSd,0.0,3,4,Slab,3,2,Missing,Missing,0,Missing,0,0,-2.5345671293059646,GasA,4,Y,SBrkr,0.34511955192302113,-0.7951632272572445,0,-0.29956187848222554,0,0,2,0,2,2,3,6,Typ,0,CarPort,1967.0,Unf,2,516,5,5,Y,0,0,0,0,0,0,3,2,Shed,500,10,2006,WD,Normal,11.407576060361786,0.08108702841554322,39,2.0,0,1338,-0.9310683355058499,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
19,20,66.0,0.9570726369221731,Reg,Lvl,AllPub,Inside,Gtl,5,5,2004,2004,CompShg,VinylSd,VinylSd,0.0,3,4,PConc,4,4,No,GLQ,646,Unf,0,468,0.1602437234487965,GasA,0,Y,SBrkr,-0.1258275136154827,-0.7951632272572445,0,-0.765786014072308,1,0,1,1,3,1,2,6,Typ,0,Detchd,2004.0,Unf,2,576,5,5,Y,0,102,0,0,0,0,3,2,Missing,0,6,2008,WD,Normal,11.976665770490769,-1.0763283771806176,4,2.5,102,2228,-0.8491084342813254,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
20,20,70.0,-0.3428800547585464,Reg,Lvl,AllPub,Inside,Gtl,5,6,1958,1965,CompShg,BrkFace,Plywood,0.0,3,4,CBlock,4,4,No,LwQ,504,Unf,0,525,-0.053430644540153775,GasA,4,Y,SBrkr,0.45638726520959066,-0.7951632272572445,0,-0.19899123823855358,0,0,1,0,3,1,3,6,Min1,0,Attchd,1958.0,Unf,1,294,5,5,Y,0,0,0,0,0,0,3,3,Missing,0,5,2009,COD,Abnorml,11.842236406331557,0.47791516747708407,44,1.0,0,2368,-0.6102356651683978,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
21,60,101.0,1.038610695152938,IR1,Lvl,AllPub,Corner,Gtl,8,5,2005,2006,CompShg,VinylSd,VinylSd,380.0,2,4,PConc,0,4,Av,Unf,0,Unf,0,1158,0.2708516315842531,GasA,0,Y,SBrkr,-0.011972179089690562,1.9959890494828307,0,1.5683789490441566,0,0,3,1,4,1,2,9,Typ,1,BuiltIn,2005.0,RFn,3,853,5,5,Y,240,154,0,0,0,0,3,2,Missing,0,11,2006,New,Partial,12.692506186542175,-1.1755354119460029,0,3.5,154,3534,2.004200251353804,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
22,45,57.0,-0.37524083583247136,Reg,Bnk,AllPub,Inside,Gtl,7,7,1930,1950,CompShg,Wd Sdng,Wd Sdng,0.0,3,4,PConc,4,4,No,Unf,0,Unf,0,637,-1.0388465533833127,GasA,0,Y,FuseF,-0.14135324105081798,-0.7951632272572445,0,-0.7824236613531452,0,0,1,0,3,1,2,6,Typ,1,Attchd,1930.0,Unf,1,280,5,5,N,0,0,205,0,0,0,3,0,Missing,0,6,2007,WD,Normal,11.84510995088398,1.3377094687770892,57,1.0,205,1745,-0.3849521024761168,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
23,20,75.0,0.2119038407497247,Reg,Lvl,AllPub,Inside,Gtl,8,5,2002,2002,CompShg,VinylSd,VinylSd,281.0,2,4,PConc,2,4,No,Unf,0,Unf,0,1777,1.8269037937626087,GasA,0,Y,SBrkr,1.6363425502950728,-0.7951632272572445,0,0.7041432633775777,0,0,2,0,3,1,2,7,Typ,1,Attchd,2002.0,RFn,2,534,5,5,Y,171,159,0,0,0,0,3,2,Missing,0,9,2008,WD,Normal,12.345838935721968,-1.010190354003694,6,2.0,159,3572,1.0172841350543487,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
24,120,44.0,-1.6163213268824943,Reg,Lvl,AllPub,Inside,Gtl,5,7,1976,1976,CompShg,CemntBd,CmentBd,0.0,3,4,PConc,2,4,No,GLQ,840,Unf,0,200,-0.02577866750628962,GasA,4,Y,SBrkr,-0.2655590605335003,-0.7951632272572445,0,-0.918858958739047,1,0,1,0,3,1,3,6,Typ,1,Attchd,1976.0,Unf,2,572,5,5,Y,100,110,0,0,0,0,3,2,Missing,0,6,2007,WD,Normal,11.774527900858468,-0.1834650642921507,31,2.0,110,2100,-0.906437898868428,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
25,20,69.0,-0.1528519851225253,IR1,Lvl,AllPub,Inside,Gtl,5,8,1968,2001,CompShg,Plywood,Plywood,0.0,3,2,CBlock,4,4,Mn,Rec,188,ALQ,668,204,0.024497654373463386,GasA,0,Y,SBrkr,-0.2655590605335003,-0.7951632272572445,0,-0.918858958739047,1,0,1,0,3,1,2,6,Typ,1,Attchd,1968.0,Unf,1,270,5,5,Y,406,90,0,0,0,0,3,3,Missing,0,5,2010,WD,Normal,11.944714374881176,0.18029406318092842,9,2.0,90,2120,-0.906437898868428,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
26,20,110.0,1.0409182527622178,Reg,Lvl,AllPub,Corner,Gtl,8,5,2007,2007,CompShg,VinylSd,VinylSd,640.0,2,4,PConc,2,4,No,Unf,0,Unf,0,1566,1.2964885979312144,GasA,0,Y,SBrkr,1.1317564086466758,-0.7951632272572445,0,0.34974534367852367,0,0,2,0,3,1,2,7,Typ,1,Attchd,2007.0,RFn,3,890,5,5,Y,0,56,0,0,0,0,3,2,Missing,0,7,2009,WD,Normal,12.454107814022272,-1.142466400357541,2,2.0,56,3166,0.6860472285510891,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
27,20,60.0,-0.4496234819684501,Reg,Lvl,AllPub,Corner,Gtl,5,7,1951,2000,CompShg,Wd Sdng,Wd Sdng,0.0,3,4,CBlock,4,4,Mn,BLQ,234,Rec,486,180,-0.3777129206645607,GasA,4,Y,SBrkr,-0.679578458809108,-0.7951632272572445,0,-1.4228941834651192,0,1,1,0,3,1,2,5,Typ,0,Detchd,2005.0,Unf,2,576,5,5,Y,222,32,0,0,0,0,3,2,Missing,0,5,2010,WD,Normal,11.811554895830454,0.742467260184778,10,1.5,32,1800,-1.0763029791265097,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
